,Nº Registro,Medicamento,Laboratorio,Fecha Aut.,Estado,Fecha Estado,Cód. ATC,Principios Activos,Nº P. Activos,¿Comercializado?,¿Triangulo Amarillo?,Observaciones,¿Sustituible?,¿Afecta conducción?,¿Problemas de suministro?,nombre
533,52401,RIVOTRIL 2 mg COMPRIMIDOS,Cheplapharm Arzneimittel Gmbh,01/05/1974,Autorizado,01/05/1974,N03AE01,CLONAZEPAM,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración. Psicótropos,,SI,NO,RIVOTRIL
534,52404,VENTOALDO 100 mcg/DOSIS SUSPENSION PARA INHALACION EN ENVASE A PRESION,Laboratorio Aldo Union S.L.,01/05/1974,Autorizado,01/05/1974,R03AC02,SALBUTAMOL SULFATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,Medicamentos para el aparato respiratorio administrados por vía inhalatoria,NO,NO,VENTOALDO
535,58192,SYNTHAMIN 9 REFORMULADO SOLUCION PARA PERFUSION,Baxter S.L.,01/04/1989,Autorizado,01/04/1989,B05BA10,"SERINA, POTASIO DIHIDROGENOFOSFATO, SODIO CLORURO, FENILALANINA, TRIPTOFANO, GLICINA, HISTIDINA, ISOLEUCINA, LEUCINA, TREONINA, METIONINA, PROLINA, ACETATO SODIO TRIHIDRATO, LISINA HIDROCLORURO, VALINA, ALANINA, TIROSINA, ARGININA, MAGNESIO CLORURO HEXAHIDRATO",19,SI,NO,Uso Hospitalario,,NO,NO,SYNTHAMIN
536,58242,GELOCATIL GRIPE CON PSEUDOEFEDRINA COMPRIMIDOS,Ferrer Internacional S.A.,01/10/1991,Autorizado,01/10/1991,N02BE51,"PARACETAMOL, PSEUDOEFEDRINA HIDROCLORURO, CLORFENAMINA MALEATO",3,SI,NO,Sin Receta,,NO,NO,GELOCATIL
537,58255,ATENOLOL RATIOPHARM 100 mg COMPRIMIDOS RECUBIERTOS EFG,Teva Pharma S.L.U.,01/04/1991,Anulado,05/12/2023,C07AB03,ATENOLOL,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,ATENOLOL
538,58319,PANADOL 1 G GRANULADO EFERVESCENTE,"Glaxosmithkline Consumer Healthcare, S.A.",01/07/1989,Anulado,07/03/2025,N02BE01,PARACETAMOL,1,NO,NO,Sin Receta,,NO,NO,PANADOL
539,58329,"ALMAX FORTE 1,5 g SUSPENSION ORAL",Almirall S.A.,01/12/1989,Autorizado,01/12/1989,A02AD03,ALMAGATO,1,SI,NO,Sin Receta,,NO,NO,ALMAX
540,58345,HALOPERIDOL ESTEVE 5 mg/ml SOLUCION INYECTABLE,Esteve Pharmaceuticals S.A.,01/11/1994,Autorizado,01/11/1994,N05AD01,HALOPERIDOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,HALOPERIDOL
541,44990,"FRISPEC 6,5 mg/ml JARABE",Farline Comercializadora De Productos Farmaceuticos S.A.,01/01/1962,Autorizado,01/01/1962,R05CA03,GUAIFENESINA,1,SI,NO,Sin Receta,,NO,NO,FRISPEC
542,4511IP1,DULCOLAX BISACODILO 5 MG COMPRIMIDOS GASTRORRESISTENTES,Opella Healthcare France S.A.S.,15/01/2024,Autorizado,16/01/2024,A06AB02,BISACODILO,1,SI,NO,Sin Receta,,NO,NO,DULCOLAX
543,46177-19-6-2013,ULTRA-LEVURA 50 MG CAPSULAS DURAS,Petsiavas S.A. Industrial And Commercial Enterprises,31/05/2017,Autorizado,01/06/2017,A07FA02,SACCHAROMYCES BOULARDII,1,SI,NO,Sin Receta,Biológicos,NO,NO,ULTRA-LEVURA
544,46247,ACTITHIOL MUCOLITICO INFANTIL 20 MG/ML SOLUCIÓN ORAL,Almirall S.A.,19/06/1968,Autorizado,19/06/1968,R05CB03,CARBOCISTEINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ACTITHIOL
545,46441,SYNALAR FORTE 2MG/G CREMA,Tora Laboratories S.L.U.,01/09/1968,Autorizado,01/09/1968,D07AC04,FLUOCINOLONA ACETONIDO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,SYNALAR
546,46584,ETUMINA 40 MG COMPRIMIDOS,Laboratoires Juvise Pharmaceuticals,01/09/1968,Autorizado,01/09/1968,N05AH06,CLOTIAPINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ETUMINA
547,46699,LIZIPAINA,Sanofi Aventis S.A.,01/10/1968,Anulado,03/12/2020,R02AB54,"PAPAINA, BACITRACINA, LISOZIMA HIDROCLORURO",3,NO,NO,Sin Receta,,NO,NO,LIZIPAINA
548,49925,POLIBUTIN COMPRIMIDOS RECUBIERTOS,Desma Laboratorio Farmaceutico S.L.,01/02/1972,Autorizado,01/02/1972,A03AA05,TRIMEBUTINA MALEATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,POLIBUTIN
549,49927,POLIBUTIN SUSPENSION ORAL,Desma Laboratorio Farmaceutico S.L.,01/02/1972,Autorizado,01/02/1972,A03AA05,TRIMEBUTINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,POLIBUTIN
550,49935,MIRPEDIL COMPRIMIDOS MASTICABLES,Angelini Pharma Espana S.L.,01/02/1972,Anulado,19/05/2022,A02AD01,"CALCIO CARBONATO, MAGNESIO TRISILICATO, ALUMINIO HIDROXIDO, GLICINATO DIHIDROXIALUMINIO",4,NO,NO,Sin Receta,,NO,NO,MIRPEDIL
551,51208,DIAZEPAM NORMON 5 mg COMPRIMIDOS,Laboratorios Normon S.A.,01/05/1973,Autorizado,01/05/1973,N05BA01,DIAZEPAM,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Psicótropos,,SI,NO,DIAZEPAM
552,51209,INYESPRIN 900 MG POLVO PARA SOLUCION INYECTABLE Y PARA PERFUSION,Aristo Pharma Iberia S.L.,01/05/1973,Autorizado,01/05/1973,N02BA01,ACETILSALICILATO LISINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,INYESPRIN
553,47633,NOLOTIL 575 mg CAPSULAS DURAS,Boehringer Ingelheim Espana S.A.,01/03/1969,Autorizado,01/03/1969,N02BB02,METAMIZOL MAGNESICO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,NOLOTIL
554,1221702002,FUMARATO DE DIMETILO TEVA 120 MG CAPSULAS DURAS GASTRORRESISTENTES EFG,Teva Gmbh,03/02/2023,Anulado,20/12/2023,L04AX07,FUMARATO DE DIMETILO,1,NO,NO,Uso Hospitalario,,NO,NO,FUMARATO
555,1231716008,CAMZYOS 15 MG CAPSULAS DURAS,Bristol-Myers Squibb Pharma Eeig,03/07/2023,Autorizado,04/07/2023,C01EB24,MAVACAMTEN,1,SI,SI,Diagnóstico Hospitalario,,SI,NO,CAMZYOS
556,1231720002,SITAGLIPTINA/HIDROCLORURO DE METFORMINA SUN 50 MG/850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Sun Pharmaceutical Industries (Europe) B.V.,04/05/2023,Autorizado,05/05/2023,A10BD07,"METFORMINA HIDROCLORURO, SITAGLIPTINA FUMARATO",2,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,SITAGLIPTINA/HIDROCLORURO
557,1231720005,SITAGLIPTINA/HIDROCLORURO DE METFORMINA SUN 50 MG/1000 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Sun Pharmaceutical Industries (Europe) B.V.,04/05/2023,Autorizado,05/05/2023,A10BD07,"METFORMINA HIDROCLORURO, SITAGLIPTINA FUMARATO",2,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,SITAGLIPTINA/HIDROCLORURO
558,1231735001,EPYSQLI 300 MG CONCENTRADO PARA SOLUCION PARA PERFUSION,Samsung Bioepis Nl B.V.,20/06/2023,Autorizado,21/06/2023,L04AJ01,ECULIZUMAB,1,SI,SI,Uso Hospitalario,Biológicos,NO,NO,EPYSQLI
559,1231736001,OMVOH 300 MG CONCENTRADO PARA SOLUCION PARA PERFUSION,Eli Lilly Nederland B.V.,27/06/2023,Autorizado,28/06/2023,L04AC24,MIRIKIZUMAB,1,SI,SI,Uso Hospitalario,,NO,NO,OMVOH
560,1231736014,OMVOH 200 MG SOLUCION INYECTABLE EN PLUMA PRECARGADA,Eli Lilly Nederland B.V.,05/09/2025,Autorizado,06/09/2025,L04AC24,MIRIKIZUMAB,1,NO,SI,Diagnóstico Hospitalario,,NO,NO,OMVOH
561,1231748001,TALVEY 2 MG/ML SOLUCION INYECTABLE,Janssen-Cilag International N.V,29/08/2023,Autorizado,30/08/2023,L01FX29,TALQUETAMAB,1,SI,SI,Uso Hospitalario,Biológicos,SI,NO,TALVEY
562,1231757002,ORSERDU 345 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,Stemline Therapeutics B.V.,04/04/2024,Autorizado,05/04/2024,L02BA04,ELACESTRANT DIHIDROCLORURO,1,NO,SI,Diagnóstico Hospitalario,,SI,NO,ORSERDU
563,1231760002,APRETUDE 600 MG SUSPENSION INYECTABLE DE LIBERACION PROLONGADA,Viiv Healthcare B.V.,22/09/2023,Autorizado,23/09/2023,J05AJ04,CABOTEGRAVIR,1,NO,SI,Uso Hospitalario,,SI,NO,APRETUDE
564,1231769020,DABIGATRAN ETEXILATO TEVA 150 MG CAPSULAS DURAS EFG,Teva Gmbh,05/11/2024,Autorizado,06/11/2024,B01AE07,DABIGATRAN ETEXILATO MESILATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,DABIGATRAN
565,1231775001,REZZAYO 200 MG POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION,Mundipharma Gmbh,25/01/2024,Autorizado,26/01/2024,J02AX08,"REZAFUNGINA, ACETATO DE",1,SI,SI,Uso Hospitalario,Biológicos,NO,NO,REZZAYO
566,1231782001,OMJJARA 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,Glaxosmithkline Trading Services Limited,30/01/2024,Autorizado,31/01/2024,L01EJ04,MOMELOTINIB DIHIDROCLORURO MONOHIDRATO,1,SI,SI,Diagnóstico Hospitalario,,SI,NO,OMJJARA
567,1231782002,OMJJARA 150 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,Glaxosmithkline Trading Services Limited,01/02/2024,Autorizado,02/02/2024,L01EJ04,MOMELOTINIB DIHIDROCLORURO MONOHIDRATO,1,SI,SI,Diagnóstico Hospitalario,,SI,NO,OMJJARA
568,1231782003,OMJJARA 200 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,Glaxosmithkline Trading Services Limited,30/01/2024,Autorizado,31/01/2024,L01EJ04,MOMELOTINIB DIHIDROCLORURO MONOHIDRATO,1,SI,SI,Diagnóstico Hospitalario,,SI,NO,OMJJARA
569,1231785010,POMALIDOMIDA VIATRIS 3 MG CAPSULAS DURAS EFG,Viatris Limited,21/02/2024,Autorizado,22/02/2024,L04AX06,POMALIDOMIDA,1,NO,NO,Uso Hospitalario,,SI,NO,POMALIDOMIDA
570,1231791001,IBUPROFENO GEN.ORPH 5 MG/ML SOLUCION INYECTABLE EFG,Gen.Orph S.A.S.,05/07/2024,Autorizado,06/07/2024,C01EB16,IBUPROFENO,1,SI,NO,Uso Hospitalario,,NO,NO,IBUPROFENO
571,1241811004,FUMARATO DE DIMETILO ACCORD 240 MG CAPSULAS DURAS GASTRORRESISTENTES EFG,Accord Healthcare S.L.U.,21/08/2024,Autorizado,22/08/2024,L04AX07,FUMARATO DE DIMETILO,1,SI,NO,Uso Hospitalario,,NO,NO,FUMARATO
572,53541,"DIPROGENTA 0,5 mg/g + 1 mg/g crema",Organon Salud S.L.,01/03/1976,Autorizado,01/03/1976,D07CC01,"GENTAMICINA, BETAMETASONA DIPROPIONATO",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,DIPROGENTA
573,54812,CLARAL 1 mg/g CREMA,Leo Pharma A/S,01/07/1979,Autorizado,01/07/1979,D07AC06,DIFLUCORTOLONA VALERATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,CLARAL
574,54860,"MENADERM OTOLOGICO 0,25 mg/10 mg/ml gotas oticas en solucion",Laboratorios Menarini S.A.,01/12/1979,Autorizado,01/12/1979,S02CA,"BECLOMETASONA DIPROPIONATO, CLIOQUINOL",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,MENADERM
575,5503487,"BELARA 0,03mg/2mg COMPRIMIDOS RECUBIERTOS CON PELICULA",Gedeon Richter Plc.,28/07/2011,Anulado,25/08/2023,G03AA15,"CLORMADINONA ACETATO, ETINILESTRADIOL",2,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,BELARA
576,55062,MINIPRES 5 mg COMPRIMIDOS,Pfizer S.L.,01/12/1979,Autorizado,01/12/1979,C02CA01,PRAZOSINA HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,MINIPRES
577,55237,"TIMOFTOL 2,5 mg/ml COLIRIO EN SOLUCION",Santen Oy,01/04/1980,Autorizado,01/04/1980,S01ED01,TIMOLOL MALEATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,TIMOFTOL
578,57202,DOLOTREN 50 mg COMPRIMIDOS GASTRORRESISTENTES,Faes Farma S.A.,01/02/1987,Autorizado,01/02/1987,M01AB05,DICLOFENACO SODICO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,DOLOTREN
579,57257,SERC 8 mg/ml SOLUCION ORAL,Neuraxpharm Spain S.L.,01/07/1987,Anulado,01/10/2024,N07CA01,BETAHISTINA DIHIDROCLORURO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,SERC
580,57295,BEMOLAN 800 mg GEL ORAL,Takeda Farmaceutica Espana S.A.,01/10/1987,Autorizado,01/10/1987,A02AD02,MAGALDRATO,1,SI,NO,Sin Receta,,NO,NO,BEMOLAN
581,57359,NITRODERM TTS 10 PARCHES TRANSDERMICOS,Bexal Farmaceutica S.A.,01/07/1987,Autorizado,01/07/1987,C01DA02,NITROGLICERINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,NITRODERM
582,37108368IP1,IXIA PLUS 40 MG/25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,Menarini International Operations Luxembourg S.A.,14/09/2023,Autorizado,15/09/2023,C09DA08,"HIDROCLOROTIAZIDA, OLMESARTAN MEDOXOMILO",2,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,IXIA
583,37453,ANGINOVAG SOLUCION PARA PULVERIZACION BUCAL,Ferrer Internacional S.A.,01/02/1962,Autorizado,01/02/1962,R02AB02,"ENOXOLONA, TIROTRICINA, LIDOCAINA HIDROCLORURO, HIDROCORTISONA ACETATO, DECUALINIO CLORURO",5,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ANGINOVAG
584,37472,MORFINA SERRA 20 MG/ML SOLUCION INYECTABLE,Laboratorios Serra Pamies S.A.,01/03/1962,Autorizado,01/03/1962,N02AA01,MORFINA HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Estupefacientes,,SI,NO,MORFINA
585,374776-8,DEXAFREE 1mg/ml colirio en solucion en envase unidosis,Laboratoires Thea,01/10/2014,Autorizado,01/10/2014,S01BA01,DEXAMETASONA FOSFATO SODIO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,DEXAFREE
586,38072,DOLOCATIL 500 mg COMPRIMIDOS,Ferrer Internacional S.A.,01/09/1962,Anulado,09/05/2024,N02BE01,PARACETAMOL,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,DOLOCATIL
587,3811201301814,"ZALDIAR 37,5 MG/325 MG COMPRIMIDOS RECUBIERTOS CON PELICULA",Stada D.O.O.,13/06/2025,Autorizado,14/06/2025,N02AJ13,"PARACETAMOL, TRAMADOL HIDROCLORURO",2,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ZALDIAR
588,38206,KEMADREN 5 mg COMPRIMIDOS,Aspen Pharma Trading Limited,01/10/1962,Autorizado,01/10/1962,N04AA04,PROCICLIDINA HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,KEMADREN
589,38333,ARTANE 5 MG COMPRIMIDOS,Teofarma S.R.L.,01/11/1962,Autorizado,01/11/1962,N04AA01,TRIHEXIFENIDIL HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,SI,NO,ARTANE
590,38334,ARTANE 2 MG COMPRIMIDOS,Teofarma S.R.L.,01/11/1962,Autorizado,01/11/1962,N04AA01,TRIHEXIFENIDIL HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,SI,NO,ARTANE
591,38423 29-05-2012,FUCIBET 20 MG/G + 1 MG/G CREMA,Leo Pharmaceutical Hellas S.A.,17/10/2017,Anulado,17/12/2024,D07CC01,"FUSIDICO ACIDO, BETAMETASONA 17-VALERATO",2,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,FUCIBET
592,39071,PHONAL COMPRIMIDOS PARA CHUPAR,"Laboratorio Reig Jofre, S.A.",01/04/1963,Anulado,08/11/2023,R02AB,"POLIMIXINA B SULFATO, BACITRACINA, NEOMICINA SULFATO, BENZOCAINA",4,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,PHONAL
593,39485,BLASTOESTIMULINA POMADA,Almirall S.A.,01/01/1964,Anulado,07/06/2022,D03AX95,"CENTELLA ASIATICA EXTO, NEOMICINA",2,NO,NO,Sin Receta,,NO,NO,BLASTOESTIMULINA
594,39501,ANEUROL 5 mg/10 mg COMPRIMIDOS RECUBIERTOS,Lacer S.A.,01/01/1964,Anulado,20/02/2024,N05BA01,"PIRIDOXINA HIDROCLORURO, DIAZEPAM",2,NO,NO,Medicamento Sujeto A Prescripción Médica. Psicótropos,,SI,NO,ANEUROL
595,55909,"CALMATEL 33,28 mg/ml SOLUCIÓN PARA PULVERIZACIÓN CUTÁNEA",Almirall S.A.,01/03/1982,Autorizado,08/08/1983,M02AA28,PIKETOPROFENO,1,SI,NO,Sin Receta,,NO,NO,CALMATEL
596,55962,DAKTARIN 20 MG/G GEL ORAL,Esteve Pharmaceuticals S.A.,01/05/1983,Autorizado,01/05/1983,A01AB09,MICONAZOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,SI,DAKTARIN
597,55989,TRICICLOR COMPRIMIDOS RECUBIERTOS,Wyeth Farma S.A.,01/01/1983,Autorizado,01/01/1983,G03AB03,"LEVONORGESTREL, LEVONORGESTREL, LEVONORGESTREL, ETINILESTRADIOL, ETINILESTRADIOL, ETINILESTRADIOL",6,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,TRICICLOR
598,56004,"ZANTAC 150 mg, COMPRIMIDOS RECUBIERTOS CON PELICULA",Glaxosmithkline S.A.,01/10/1982,Anulado,30/11/2021,A02BA02,RANITIDINA,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ZANTAC
599,56072,"ZANTAC 10mg/ml, INYECTABLE",Glaxosmithkline S.A.,01/03/1984,Anulado,30/11/2021,A02BA02,RANITIDINA HIDROCLORURO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ZANTAC
600,58850,RADIO SALIL SPRAY SOLUCION PARA PULVERIZACION CUTANEA,Laboratorios Vinas S.A.,01/09/1990,Autorizado,01/09/1990,M02AX10,"ALCANFOR, SALICILATO DIETILAMINA, MENTOL",3,SI,NO,Sin Receta,,NO,NO,RADIO
601,58922,TARGOCID 400 mg POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE Y PARA PERFUSION,Sanofi Aventis S.A.,01/03/1991,Autorizado,01/03/1991,J01XA02,TEICOPLANINA,1,SI,NO,Uso Hospitalario,,NO,NO,TARGOCID
602,58967,ACYLINE 620 mg/380 mg/630 mg SUSPENSION ORAL,Arafarma Group S.A.,31/03/2005,Suspenso,18/09/2025,A02AD01,"MAGNESIO HIDROXIDO, ALGELDRATO, ALUMINIO HIDROXIDO-MAGNESIO CARBONATO,COPRECIPITADO",3,NO,NO,Sin Receta,,NO,NO,ACYLINE
603,59044,"GYNOVIN 0,075 mg / 0,03 mg COMPRIMIDOS RECUBIERTOS",Bayer Hispania S.L.,01/02/1992,Autorizado,01/02/1992,G03AA10,"ETINILESTRADIOL, GESTODENO",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,GYNOVIN
604,59053,LOITIN CAPSULAS DURAS 100 mg,Dari Pharma S.L.,01/05/1991,Autorizado,01/05/1991,J02AC01,FLUCONAZOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,LOITIN
605,59072,ZOFRAN 8 mg SOLUCION INYECTABLE,Novartis Farmaceutica S.A.,01/06/1991,Anulado,08/03/2022,A04AA01,ONDANSETRON HIDROCLORURO DIHIDRATO,1,NO,NO,Uso Hospitalario,,NO,NO,ZOFRAN
606,59139,PROGEVERA 10 mg COMPRIMIDOS,Pfizer S.L.,01/11/1991,Autorizado,01/11/1991,G03DA02,MEDROXIPROGESTERONA ACETATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,PROGEVERA
607,59155,ESTRADERM MATRIX 100 microgramos/24 horas PARCHES TRANSDERMICOS,Merus Labs Luxco Ii S.À.R.L.,01/02/1992,Autorizado,01/02/1992,G03CA03,ESTRADIOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,ESTRADERM
608,4207416072010,PANTECTA 40 MG COMPRIMIDOS GASTRORRESISTENTES,Takeda Hellas S.A.,20/11/2023,Autorizado,21/11/2023,A02BC02,PANTOPRAZOL SODICO SESQUIHIDRATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,PANTECTA
609,42304,"NOLOTIL 0,4 g/ml SOLUCION INYECTABLE Y PARA PERFUSION",Boehringer Ingelheim Espana S.A.,01/01/1966,Autorizado,01/01/1966,N02BB02,METAMIZOL MAGNESICO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,NOLOTIL
610,42481,SUPOSITORIOS DE GLICERINA VILARDELL LACTANTES,Laboratorios Vilardell S.A.,01/03/1966,Autorizado,01/03/1966,A06AX01,GLICEROL,1,SI,NO,Sin Receta,,NO,NO,SUPOSITORIOS
611,58473,FAMOTIDINA MABO 40 mg COMPRIMIDOS EFG,Mabo Farma S.A.,01/12/1990,Autorizado,31/03/2025,A02BA03,FAMOTIDINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,FAMOTIDINA
612,58503,"CLEXANE 4.000 UI (40 mg)/ 0,4 ml SOLUCION INYECTABLE EN JERINGA PRECARGADA",Sanofi Aventis S.A.,01/10/1989,Autorizado,01/10/1989,B01AB05,ENOXAPARINA SODICA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,Biológicos,NO,NO,CLEXANE
613,58526,CIPROFLOXACINO ANARTIS 200 mg/100 ml SOLUCION PARA PERFUSION INTRAVENOSA,Anartis S.L.,01/06/1994,Anulado,22/09/2021,J01MA02,CIPROFLOXACINO,1,NO,NO,Uso Hospitalario,,NO,NO,CIPROFLOXACINO
614,58554,LORATADINA QUALIGEN 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,Neuraxpharm Spain S.L.,01/07/1990,Autorizado,01/07/1990,R06AX13,LORATADINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,LORATADINA
615,58567,NITROPLAST 10 PARCHES TRANSDERMICOS,Lacer S.A.,01/04/1991,Autorizado,01/04/1991,C01DA02,NITROGLICERINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,NITROPLAST
616,59564,"ACOVIL 2,5 mg COMPRIMIDOS",Sanofi Aventis S.A.,01/09/1992,Autorizado,01/09/1992,C09AA05,RAMIPRIL,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,ACOVIL
617,59577,"OESTRACLIN 0,6 MG/G GEL",Seid S.A.,01/03/1993,Autorizado,01/03/1993,G03CA03,ESTRADIOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,OESTRACLIN
618,59614,ULTRAVIST 370 mg/ml SOLUCION INYECTABLE Y PARA PERFUSION EN VIAL,Bayer Hispania S.L.,01/03/1993,Autorizado,01/03/1993,V08AB05,IOPROMIDA,1,SI,NO,Uso Hospitalario Y Centros De Diagnóstico Autorizados,,NO,NO,ULTRAVIST
619,59676,BETAMICAN 25 microgramos/inhalación SUSPENSION PARA INHALACION EN ENVASE A PRESION,Glaxosmithkline S.A.,01/12/1992,Autorizado,01/12/1992,R03AC12,SALMETEROL XINAFOATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,Medicamentos para el aparato respiratorio administrados por vía inhalatoria,NO,NO,BETAMICAN
620,43560,OSMOFUNDINA CONCENTRADA 20% SOLUCIÓN PARA PERFUSION,B Braun Medical S.A.,01/10/1966,Autorizado,01/10/1966,B05BC01,MANITOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,OSMOFUNDINA
621,43845,GLUCOSALINA MEIN SOLUCION PARA PERFUSION,"Fresenius Kabi España, S.A.U.",01/01/1967,Autorizado,01/01/1967,B05BB02,"GLUCOSA, SODIO CLORURO",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,GLUCOSALINA
622,43906,ANTICERUMEN LIADE,Laboratorio Farmaceutico S.I.T. - Specialita' Igienico Terapeutiche S.R.L.,01/01/1967,Autorizado,01/01/1967,S02DA93,LAURILSULFATO SODIO,1,SI,NO,Sin Receta,,NO,NO,ANTICERUMEN
623,57745,FLUOR LACER 1 mg COMPRIMIDOS,Lacer S.A.,01/04/1991,Anulado,31/01/2022,A01AA01,SODIO FLUORURO,1,NO,NO,Sin Receta,,NO,NO,FLUOR
624,5781588,SEBIPROX 15 MG/G CHAMPU,Laboratorios Farmaceuticos Stiefel (Portugal) Lda.,07/05/2014,Autorizado,07/05/2014,D01AE14,CICLOPIROX OLAMINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,SEBIPROX
625,57822,DINAXIL 20 MG/ML SOLUCION CUTANEA,Laboratorios Serra Pamies S.A.,01/05/1988,Anulado,30/04/2024,D11AX01,MINOXIDIL,1,NO,NO,Sin Receta,,NO,NO,DINAXIL
626,57872,NAPRILENE 20 mg COMPRIMIDOS,Alfasigma Espana S.L.,01/11/1988,Autorizado,01/11/1988,C09AA02,ENALAPRIL MALEATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,NAPRILENE
627,57899,MST CONTINUS 60 mg COMPRIMIDOS DE LIBERACION PROLONGADA,Mundipharma Pharmaceuticals S.L.,01/09/1988,Autorizado,01/09/1988,N02AA01,MORFINA SULFATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Estupefacientes,,SI,NO,MST
628,57900,MST CONTINUS 100 mg COMPRIMIDOS DE LIBERACION PROLONGADA,Mundipharma Pharmaceuticals S.L.,01/09/1988,Autorizado,01/09/1988,N02AA01,MORFINA SULFATO,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Estupefacientes,,SI,NO,MST
